Site,Date,Year,Salinity,TN_um_L,TN_moles_L,TN_g_L,TN_ug_L,TP_um_L,TP_moles_L,TP_g_L,TP_ug_L,NP_molar,NP_mass
SRS2,3/24/01,2001,0.00,101.81,0.000102,0.001426,1426.01,0.10,0.000000,0.000003,3.10,1018.07,460.39
SRS3,3/24/01,2001,0.00,161.84,0.000162,0.002267,2266.95,0.64,0.000001,0.000020,19.82,252.88,114.36
SRS1,3/25/01,2001,0.00,78.25,0.000078,0.001096,1096.09,0.98,0.000001,0.000030,30.35,79.85,36.11
SRS4,3/26/01,2001,18.70,72.29,0.000072,0.001013,1012.58,0.38,0.000000,0.000012,11.77,190.24,86.03
SRS5,3/26/01,2001,28.20,42.59,0.000043,0.000596,596.49,0.23,0.000000,0.000007,7.12,185.15,83.73
SRS6,3/26/01,2001,33.30,45.53,0.000046,0.000638,637.78,0.59,0.000001,0.000018,18.27,77.17,34.90
SRS2,3/27/01,2001,0.00,120.00,0.000120,0.001681,1680.83,0.10,0.000000,0.000003,3.10,1199.99,542.66
SRS3,3/27/01,2001,0.00,171.52,0.000172,0.002402,2402.41,0.58,0.000001,0.000018,17.96,295.72,133.73
SRS1,3/28/01,2001,0.00,96.86,0.000097,0.001357,1356.68,0.00,0.000000,0.000000,0.03,96857.00,43800.48
SRS4,3/29/01,2001,17.00,66.26,0.000066,0.000928,928.08,0.47,0.000000,0.000015,14.56,140.97,63.75
SRS5,3/29/01,2001,28.70,55.94,0.000056,0.000784,783.61,0.57,0.000001,0.000018,17.66,98.15,44.38
SRS6,3/29/01,2001,33.40,40.10,0.000040,0.000562,561.62,0.36,0.000000,0.000011,11.15,111.38,50.37
SRS2,3/30/01,2001,0.00,120.46,0.000120,0.001687,1687.21,0.20,0.000000,0.000006,6.19,602.28,272.36
SRS3,3/30/01,2001,0.00,159.16,0.000159,0.002229,2229.41,0.58,0.000001,0.000018,17.96,274.42,124.10
SRS1,3/31/01,2001,0.00,73.57,0.000074,0.001031,1030.52,0.91,0.000001,0.000028,28.19,80.85,36.56
SRS4,4/1/01,2001,15.10,64.48,0.000064,0.000903,903.19,0.37,0.000000,0.000011,11.46,174.27,78.81
SRS5,4/1/01,2001,28.00,50.89,0.000051,0.000713,712.84,0.55,0.000001,0.000017,17.04,92.53,41.84
SRS6,4/1/01,2001,33.00,47.09,0.000047,0.000660,659.63,0.43,0.000000,0.000013,13.32,109.52,49.53
SRS2,4/2/01,2001,0.00,113.41,0.000113,0.001588,1588.48,0.13,0.000000,0.000004,4.03,872.35,394.49
SRS3,4/2/01,2001,0.00,162.26,0.000162,0.002273,2272.83,0.00,0.000000,0.000000,0.03,162264.00,73378.70
SRS1,4/3/01,2001,0.00,72.11,0.000072,0.001010,1010.07,0.73,0.000001,0.000023,22.61,98.78,44.67
SRS4,4/4/01,2001,13.80,64.98,0.000065,0.000910,910.15,0.37,0.000000,0.000011,11.46,175.62,79.42
SRS5,4/4/01,2001,23.50,45.14,0.000045,0.000632,632.25,0.17,0.000000,0.000005,5.27,265.52,120.07
SRS6,4/4/01,2001,31.20,50.97,0.000051,0.000714,713.87,0.51,0.000001,0.000016,15.80,99.93,45.19
SRS2,4/5/01,2001,0.00,117.90,0.000118,0.001651,1651.47,0.17,0.000000,0.000005,5.27,693.55,313.63
SRS3,4/5/01,2001,0.00,164.91,0.000165,0.002310,2309.94,0.44,0.000000,0.000014,13.63,374.80,169.49
SRS1,4/6/01,2001,0.00,82.59,0.000083,0.001157,1156.87,0.47,0.000000,0.000015,14.56,175.73,79.47
SRS4,4/7/01,2001,13.60,66.29,0.000066,0.000929,928.57,0.39,0.000000,0.000012,12.08,169.98,76.87
SRS5,4/7/01,2001,27.30,53.38,0.000053,0.000748,747.74,0.30,0.000000,0.000009,9.29,177.94,80.47
SRS6,4/7/01,2001,33.10,36.85,0.000037,0.000516,516.14,0.42,0.000000,0.000013,13.01,87.74,39.68
SRS2,4/8/01,2001,0.00,131.15,0.000131,0.001837,1837.00,0.14,0.000000,0.000004,4.34,936.78,423.63
SRS3,4/8/01,2001,0.00,155.55,0.000156,0.002179,2178.77,0.45,0.000000,0.000014,13.94,345.66,156.32
SRS1,4/9/01,2001,0.00,70.81,0.000071,0.000992,991.89,0.38,0.000000,0.000012,11.77,186.35,84.27
SRS4,4/10/01,2001,14.20,68.53,0.000069,0.000960,959.91,0.48,0.000000,0.000015,14.87,142.77,64.56
SRS5,4/10/01,2001,28.70,35.51,0.000036,0.000497,497.32,0.39,0.000000,0.000012,12.08,91.04,41.17
SRS6,4/10/01,2001,33.40,37.43,0.000037,0.000524,524.30,0.51,0.000001,0.000016,15.80,73.39,33.19
SRS2,4/11/01,2001,0.00,127.69,0.000128,0.001788,1788.50,0.17,0.000000,0.000005,5.27,751.09,339.66
SRS3,4/11/01,2001,0.00,127.89,0.000128,0.001791,1791.36,0.00,0.000000,0.000000,0.03,127890.00,57834.16
SRS1,4/12/01,2001,0.00,71.94,0.000072,0.001008,1007.66,0.45,0.000000,0.000014,13.94,159.87,72.29
SRS2,4/13/01,2001,0.00,149.93,0.000150,0.002100,2100.04,0.40,0.000000,0.000012,12.39,374.82,169.50
SRS4,4/13/01,2001,16.40,77.31,0.000077,0.001083,1082.85,0.46,0.000000,0.000014,14.25,168.06,76.00
SRS5,4/13/01,2001,31.50,52.19,0.000052,0.000731,731.08,0.37,0.000000,0.000011,11.46,141.06,63.79
SRS6,4/13/01,2001,34.40,42.12,0.000042,0.000590,589.99,0.56,0.000001,0.000017,17.35,75.22,34.01
SRS3,4/14/01,2001,0.00,140.65,0.000141,0.001970,1970.03,0.00,0.000000,0.000000,0.03,140646.00,63602.65
SRS1,4/15/01,2001,0.00,66.27,0.000066,0.000928,928.23,0.38,0.000000,0.000012,11.77,174.39,78.86
SRS4,4/16/01,2001,17.20,76.66,0.000077,0.001074,1073.80,0.47,0.000000,0.000015,14.56,163.11,73.76
SRS5,4/16/01,2001,30.60,53.20,0.000053,0.000745,745.19,0.51,0.000001,0.000016,15.80,104.32,47.17
SRS6,4/16/01,2001,34.50,38.05,0.000038,0.000533,532.91,0.59,0.000001,0.000018,18.27,64.48,29.16
SRS1,4/17/01,2001,0.00,80.13,0.000080,0.001122,1122.35,0.90,0.000001,0.000028,27.88,89.03,40.26
SRS3,4/17/01,2001,0.00,131.94,0.000132,0.001848,1848.06,0.00,0.000000,0.000000,0.03,131938.00,59664.74
SRS4,4/19/01,2001,17.60,106.75,0.000107,0.001495,1495.23,0.00,0.000000,0.000000,0.03,106749.00,48273.82
SRS5,4/19/01,2001,28.90,54.54,0.000055,0.000764,763.91,0.43,0.000000,0.000013,13.32,126.83,57.36
SRS6,4/19/01,2001,34.60,39.90,0.000040,0.000559,558.81,0.43,0.000000,0.000013,13.32,92.78,41.96
SRS1,4/20/01,2001,0.00,54.85,0.000055,0.000768,768.23,0.50,0.000001,0.000015,15.49,109.69,49.60
SRS3,4/20/01,2001,0.00,81.97,0.000082,0.001148,1148.20,1.04,0.000001,0.000032,32.21,78.82,35.64
SRS4,4/22/01,2001,16.20,73.24,0.000073,0.001026,1025.80,0.53,0.000001,0.000016,16.42,138.18,62.49
SRS5,4/22/01,2001,28.50,68.93,0.000069,0.000966,965.53,0.47,0.000000,0.000015,14.56,146.66,66.32
SRS6,4/22/01,2001,33.90,42.17,0.000042,0.000591,590.66,0.40,0.000000,0.000012,12.39,105.42,47.67
SRS1,4/23/01,2001,0.00,41.66,0.000042,0.000583,583.48,0.55,0.000001,0.000017,17.04,75.74,34.25
SRS3,4/23/01,2001,0.00,77.87,0.000078,0.001091,1090.75,0.43,0.000000,0.000013,13.32,181.10,81.90
SRS4,4/25/01,2001,16.30,67.12,0.000067,0.000940,940.21,0.50,0.000001,0.000015,15.49,134.25,60.71
SRS5,4/25/01,2001,29.60,48.06,0.000048,0.000673,673.23,0.39,0.000000,0.000012,12.08,123.24,55.73
SRS6,4/25/01,2001,33.80,41.70,0.000042,0.000584,584.15,0.40,0.000000,0.000012,12.39,104.26,47.15
SRS1,4/26/01,2001,0.00,43.98,0.000044,0.000616,615.99,0.74,0.000001,0.000023,22.92,59.43,26.87
SRS3,4/26/01,2001,0.00,0.00,0.000000,0.000000,0.01,0.91,0.000001,0.000028,28.19,0.00,0.00
SRS4,4/28/01,2001,19.10,71.19,0.000071,0.000997,997.21,0.54,0.000001,0.000017,16.73,131.84,59.62
SRS5,4/28/01,2001,32.10,44.47,0.000044,0.000623,622.84,0.48,0.000000,0.000015,14.87,92.64,41.89
SRS6,4/28/01,2001,35.10,30.48,0.000030,0.000427,426.91,0.45,0.000000,0.000014,13.94,67.73,30.63
SRS1,4/29/01,2001,0.00,40.29,0.000040,0.000564,564.38,0.35,0.000000,0.000011,10.84,115.12,52.06
SRS3,4/29/01,2001,0.00,79.50,0.000080,0.001114,1113.57,0.79,0.000001,0.000024,24.47,100.63,45.51
SRS4,5/1/01,2001,18.50,71.46,0.000071,0.001001,1000.87,0.45,0.000000,0.000014,13.94,158.79,71.81
SRS5,5/1/01,2001,28.50,53.38,0.000053,0.000748,747.69,0.44,0.000000,0.000014,13.63,121.32,54.86
SRS6,5/1/01,2001,34.30,38.13,0.000038,0.000534,534.11,0.43,0.000000,0.000013,13.32,88.68,40.10
SRS1,5/2/01,2001,0.00,39.40,0.000039,0.000552,551.89,0.40,0.000000,0.000012,12.39,98.50,44.54
SRS3,5/2/01,2001,0.00,83.71,0.000084,0.001173,1172.51,0.44,0.000000,0.000014,13.63,190.25,86.03
SRS4,5/4/01,2001,17.60,0.00,0.000000,0.000000,0.01,0.00,0.000000,0.000000,0.03,1.00,0.45
SRS5,5/4/01,2001,29.30,44.06,0.000044,0.000617,617.19,0.43,0.000000,0.000013,13.32,102.47,46.34
SRS6,5/4/01,2001,33.80,43.74,0.000044,0.000613,612.61,0.36,0.000000,0.000011,11.15,121.49,54.94
SRS1,5/5/01,2001,0.00,39.95,0.000040,0.000560,559.61,0.47,0.000000,0.000015,14.56,85.00,38.44
SRS3,5/5/01,2001,0.00,94.14,0.000094,0.001319,1318.68,0.45,0.000000,0.000014,13.94,209.21,94.61
SRS4,5/7/01,2001,17.50,66.02,0.000066,0.000925,924.78,0.56,0.000001,0.000017,17.35,117.90,53.32
SRS5,5/7/01,2001,27.40,41.13,0.000041,0.000576,576.16,0.40,0.000000,0.000012,12.39,102.84,46.50
SRS6,5/7/01,2001,32.10,33.01,0.000033,0.000462,462.41,0.39,0.000000,0.000012,12.08,84.65,38.28
SRS1,5/8/01,2001,0.00,38.49,0.000038,0.000539,539.10,0.48,0.000000,0.000015,14.87,80.18,36.26
SRS3,5/8/01,2001,0.00,63.37,0.000063,0.000888,887.65,0.74,0.000001,0.000023,22.92,85.64,38.73
SRS4,5/10/01,2001,17.50,38.06,0.000038,0.000533,533.04,0.37,0.000000,0.000011,11.46,102.85,46.51
SRS5,5/10/01,2001,28.80,26.73,0.000027,0.000374,374.38,0.84,0.000001,0.000026,26.02,31.82,14.39
SRS6,5/10/01,2001,32.80,22.04,0.000022,0.000309,308.76,0.47,0.000000,0.000015,14.56,46.90,21.21
SRS1,5/11/01,2001,0.00,53.17,0.000053,0.000745,744.68,0.63,0.000001,0.000020,19.51,84.39,38.16
SRS3,5/11/01,2001,0.00,72.10,0.000072,0.001010,1009.90,0.95,0.000001,0.000029,29.43,75.89,34.32
SRS4,5/13/01,2001,18.60,36.14,0.000036,0.000506,506.26,0.43,0.000000,0.000013,13.32,84.05,38.01
SRS5,5/13/01,2001,30.90,25.41,0.000025,0.000356,355.95,0.51,0.000001,0.000016,15.80,49.83,22.53
SRS6,5/13/01,2001,33.70,18.74,0.000019,0.000263,262.53,0.57,0.000001,0.000018,17.66,32.88,14.87
SRS1,5/14/01,2001,0.00,57.57,0.000058,0.000806,806.33,0.97,0.000001,0.000030,30.04,59.35,26.84
SRS3,5/14/01,2001,0.00,61.29,0.000061,0.000858,858.45,0.83,0.000001,0.000026,25.71,73.84,33.39
SRS3,5/15/01,2001,0.00,69.71,0.000070,0.000976,976.36,0.00,0.000000,0.000000,0.03,69705.00,31521.85
SRS4,5/16/01,2001,19.80,35.46,0.000035,0.000497,496.66,0.28,0.000000,0.000009,8.67,126.64,57.27
SRS5,5/16/01,2001,29.80,21.45,0.000021,0.000300,300.39,0.49,0.000000,0.000015,15.18,43.77,19.79
SRS6,5/16/01,2001,32.80,22.36,0.000022,0.000313,313.20,0.42,0.000000,0.000013,13.01,53.24,24.08
SRS1,5/17/01,2001,0.00,79.33,0.000079,0.001111,1111.20,0.94,0.000001,0.000029,29.12,84.40,38.17
SRS3,5/18/01,2001,0.00,60.66,0.000061,0.000850,849.65,0.00,0.000000,0.000000,0.03,60659.00,27431.09
SRS4,5/19/01,2001,18.50,39.85,0.000040,0.000558,558.21,0.29,0.000000,0.000009,8.98,137.42,62.14
SRS5,5/19/01,2001,28.30,22.72,0.000023,0.000318,318.23,0.37,0.000000,0.000011,11.46,61.40,27.77
SRS6,5/19/01,2001,32.30,28.23,0.000028,0.000395,395.36,0.84,0.000001,0.000026,26.02,33.60,15.20
SRS1,5/20/01,2001,0.00,69.96,0.000070,0.000980,979.94,1.04,0.000001,0.000032,32.21,67.27,30.42
SRS3,5/21/01,2001,0.00,64.58,0.000065,0.000905,904.61,0.60,0.000001,0.000019,18.58,107.64,48.68
SRS5,5/21/01,2001,30.70,22.91,0.000023,0.000321,320.87,0.44,0.000000,0.000014,13.63,52.06,23.54
SRS4,5/22/01,2001,18.60,27.86,0.000028,0.000390,390.25,0.39,0.000000,0.000012,12.08,71.44,32.31
SRS6,5/22/01,2001,33.00,20.34,0.000020,0.000285,284.93,0.50,0.000001,0.000015,15.49,40.68,18.40
SRS1,5/23/01,2001,0.00,78.28,0.000078,0.001096,1096.45,1.90,0.000002,0.000059,58.85,41.20,18.63
SRS4,5/23/01,2001,20.30,38.75,0.000039,0.000543,542.72,0.73,0.000001,0.000023,22.61,53.08,24.00
SRS6,5/23/01,2001,33.70,20.03,0.000020,0.000280,280.49,0.00,0.000000,0.000000,0.03,20025.00,9055.67
SRS3,5/24/01,2001,0.00,82.41,0.000082,0.001154,1154.32,0.74,0.000001,0.000023,22.92,111.36,50.36
SRS1,5/26/01,2001,0.00,62.53,0.000063,0.000876,875.82,1.08,0.000001,0.000033,33.45,57.90,26.18
SRS4,5/26/01,2001,22.80,29.49,0.000029,0.000413,413.04,1.01,0.000001,0.000031,31.28,29.20,13.20
SRS5,5/26/01,2001,32.30,35.14,0.000035,0.000492,492.15,0.71,0.000001,0.000022,21.99,49.49,22.38
SRS6,5/26/01,2001,33.40,39.96,0.000040,0.000560,559.76,0.49,0.000000,0.000015,15.18,81.56,36.88
SRS3,5/27/01,2001,0.00,99.71,0.000100,0.001397,1396.67,0.84,0.000001,0.000026,26.02,118.70,53.68
SRS1,5/29/01,2001,0.00,86.13,0.000086,0.001206,1206.41,1.13,0.000001,0.000035,35.00,76.22,34.47
SRS4,5/29/01,2001,22.80,28.97,0.000029,0.000406,405.74,0.94,0.000001,0.000029,29.12,30.82,13.94
SRS5,5/29/01,2001,31.00,41.96,0.000042,0.000588,587.79,0.50,0.000001,0.000015,15.49,83.93,37.95
SRS6,5/29/01,2001,33.10,59.80,0.000060,0.000838,837.60,0.71,0.000001,0.000022,21.99,84.22,38.09
SRS3,5/30/01,2001,0.00,116.94,0.000117,0.001638,1637.91,0.46,0.000000,0.000014,14.25,254.21,114.96
SRS1,6/1/01,2001,0.00,16.51,0.000017,0.000231,231.24,0.87,0.000001,0.000027,26.95,18.98,8.58
SRS4,6/1/01,2001,21.40,31.92,0.000032,0.000447,447.12,0.84,0.000001,0.000026,26.02,38.00,17.18
SRS5,6/1/01,2001,27.70,39.29,0.000039,0.000550,550.31,0.59,0.000001,0.000018,18.27,66.59,30.11
SRS6,6/1/01,2001,32.20,47.23,0.000047,0.000662,661.58,0.69,0.000001,0.000021,21.37,68.45,30.96
SRS3,6/2/01,2001,0.00,215.22,0.000215,0.003015,3014.57,0.62,0.000001,0.000019,19.20,347.13,156.98
SRS1,6/4/01,2001,0.00,93.63,0.000094,0.001312,1311.53,0.85,0.000001,0.000026,26.33,110.16,49.82
SRS4,6/4/01,2001,19.80,36.30,0.000036,0.000508,508.44,0.91,0.000001,0.000028,28.19,39.89,18.04
SRS5,6/4/01,2001,27.70,37.98,0.000038,0.000532,531.92,0.61,0.000001,0.000019,18.89,62.25,28.15
SRS6,6/4/01,2001,31.40,55.82,0.000056,0.000782,781.83,0.88,0.000001,0.000027,27.26,63.43,28.68
SRS3,6/5/01,2001,0.00,182.35,0.000182,0.002554,2554.11,0.58,0.000001,0.000018,17.96,314.39,142.17
SRS1,6/7/01,2001,0.00,85.97,0.000086,0.001204,1204.13,0.70,0.000001,0.000022,21.68,122.81,55.54
SRS4,6/7/01,2001,18.60,28.59,0.000029,0.000400,400.45,1.04,0.000001,0.000032,32.21,27.49,12.43
SRS5,6/7/01,2001,26.00,40.07,0.000040,0.000561,561.27,0.68,0.000001,0.000021,21.06,58.93,26.65
SRS6,6/7/01,2001,31.00,65.20,0.000065,0.000913,913.21,0.00,0.000000,0.000000,0.03,65197.00,29483.26
SRS3,6/8/01,2001,0.00,213.21,0.000213,0.002986,2986.47,0.78,0.000001,0.000024,24.16,273.35,123.61
SRS1,6/10/01,2001,0.00,79.16,0.000079,0.001109,1108.85,0.56,0.000001,0.000017,17.35,141.36,63.93
SRS4,6/10/01,2001,17.20,33.74,0.000034,0.000473,472.54,1.13,0.000001,0.000035,35.00,29.85,13.50
SRS5,6/10/01,2001,27.20,33.97,0.000034,0.000476,475.82,0.67,0.000001,0.000021,20.75,50.70,22.93
SRS6,6/10/01,2001,31.50,51.42,0.000051,0.000720,720.28,0.76,0.000001,0.000024,23.54,67.66,30.60
SRS3,6/11/01,2001,0.00,175.61,0.000176,0.002460,2459.74,0.94,0.000001,0.000029,29.12,186.82,84.48
SRS1,6/12/01,2001,0.00,52.51,0.000053,0.000735,735.48,0.67,0.000001,0.000021,20.75,78.37,35.44
SRS3,6/12/01,2001,0.00,331.06,0.000331,0.004637,4637.20,1.84,0.000002,0.000057,56.99,179.93,81.37
SRS4,6/13/01,2001,17.10,39.42,0.000039,0.000552,552.16,1.10,0.000001,0.000034,34.07,35.84,16.21
SRS5,6/13/01,2001,29.00,33.33,0.000033,0.000467,466.90,0.76,0.000001,0.000024,23.54,43.86,19.83
SRS6,6/13/01,2001,32.40,64.15,0.000064,0.000899,898.56,0.65,0.000001,0.000020,20.13,98.69,44.63
SRS1,6/15/01,2001,0.00,75.92,0.000076,0.001063,1063.38,0.97,0.000001,0.000030,30.04,78.27,35.39
SRS3,6/15/01,2001,0.00,129.91,0.000130,0.001820,1819.65,0.65,0.000001,0.000020,20.13,199.86,90.38
SRS4,6/16/01,2001,17.00,31.06,0.000031,0.000435,435.04,1.02,0.000001,0.000032,31.59,30.45,13.77
SRS5,6/16/01,2001,27.10,38.13,0.000038,0.000534,534.02,0.67,0.000001,0.000021,20.75,56.90,25.73
SRS6,6/16/01,2001,31.90,57.20,0.000057,0.000801,801.23,0.61,0.000001,0.000019,18.89,93.77,42.41
SRS1,6/18/01,2001,0.00,84.76,0.000085,0.001187,1187.21,1.31,0.000001,0.000041,40.58,64.70,29.26
SRS3,6/18/01,2001,0.00,120.72,0.000121,0.001691,1690.95,0.18,0.000000,0.000006,5.58,670.68,303.29
SRS4,6/19/01,2001,15.60,37.30,0.000037,0.000522,522.42,0.95,0.000001,0.000029,29.43,39.26,17.75
SRS5,6/19/01,2001,22.80,42.82,0.000043,0.000600,599.81,0.55,0.000001,0.000017,17.04,77.86,35.21
SRS6,6/19/01,2001,30.50,51.82,0.000052,0.000726,725.86,0.50,0.000001,0.000015,15.49,103.64,46.87
SRS1,6/21/01,2001,0.00,76.47,0.000076,0.001071,1071.05,0.73,0.000001,0.000023,22.61,104.75,47.37
SRS3,6/21/01,2001,0.00,125.49,0.000125,0.001758,1757.78,0.16,0.000000,0.000005,4.96,784.33,354.69
SRS4,6/22/01,2001,13.70,39.51,0.000040,0.000553,553.35,0.51,0.000001,0.000016,15.80,77.46,35.03
SRS5,6/22/01,2001,21.90,40.19,0.000040,0.000563,562.93,0.55,0.000001,0.000017,17.04,73.07,33.04
SRS6,6/22/01,2001,30.00,0.00,0.000000,0.000000,0.01,0.00,0.000000,0.000000,0.03,1.00,0.45
SRS1,6/24/01,2001,0.00,86.54,0.000087,0.001212,1212.15,1.43,0.000001,0.000044,44.29,60.52,27.37
SRS3,6/24/01,2001,0.00,115.93,0.000116,0.001624,1623.79,0.24,0.000000,0.000007,7.43,483.03,218.43
SRS4,6/25/01,2001,12.70,37.81,0.000038,0.000530,529.55,0.51,0.000001,0.000016,15.80,74.13,33.52
SRS5,6/25/01,2001,27.00,34.80,0.000035,0.000487,487.43,0.63,0.000001,0.000020,19.51,55.24,24.98
SRS6,6/25/01,2001,31.60,47.89,0.000048,0.000671,670.75,0.42,0.000000,0.000013,13.01,114.02,51.56
SRS4,6/26/01,2001,12.40,44.78,0.000045,0.000627,627.21,1.12,0.000001,0.000035,34.69,39.98,18.08
SRS5,6/26/01,2001,26.90,35.40,0.000035,0.000496,495.79,0.70,0.000001,0.000022,21.68,50.57,22.87
SRS6,6/26/01,2001,32.00,43.11,0.000043,0.000604,603.90,0.58,0.000001,0.000018,17.96,74.33,33.62
SRS1,6/27/01,2001,0.00,80.42,0.000080,0.001126,1126.41,0.84,0.000001,0.000026,26.02,95.74,43.29
SRS3,6/27/01,2001,0.00,116.41,0.000116,0.001631,1630.55,0.36,0.000000,0.000011,11.15,323.36,146.23
SRS4,6/29/01,2001,10.80,53.23,0.000053,0.000746,745.61,0.50,0.000001,0.000015,15.49,106.46,48.14
SRS5,6/29/01,2001,21.00,39.95,0.000040,0.000560,559.55,0.58,0.000001,0.000018,17.96,68.88,31.15
SRS6,6/29/01,2001,29.30,59.42,0.000059,0.000832,832.23,0.41,0.000000,0.000013,12.70,144.91,65.53
SRS1,6/30/01,2001,0.00,70.64,0.000071,0.000989,989.47,0.96,0.000001,0.000030,29.74,73.58,33.28
SRS3,6/30/01,2001,0.00,114.51,0.000115,0.001604,1603.87,0.30,0.000000,0.000009,9.29,381.68,172.60
SRS4,7/2/01,2001,9.50,52.80,0.000053,0.000740,739.54,0.67,0.000001,0.000021,20.75,78.80,35.64
SRS5,7/2/01,2001,22.20,41.08,0.000041,0.000575,575.46,0.43,0.000000,0.000013,13.32,95.54,43.21
SRS6,7/2/01,2001,28.30,39.07,0.000039,0.000547,547.23,0.36,0.000000,0.000011,11.15,108.52,49.08
SRS1,7/3/01,2001,0.00,68.54,0.000069,0.000960,960.01,0.67,0.000001,0.000021,20.75,102.30,46.26
SRS3,7/3/01,2001,0.00,113.96,0.000114,0.001596,1596.25,0.29,0.000000,0.000009,8.98,392.97,177.71
SRS4,7/5/01,2001,9.10,45.46,0.000045,0.000637,636.79,0.48,0.000000,0.000015,14.87,94.71,42.83
SRS6,7/5/01,2001,30.40,35.84,0.000036,0.000502,501.94,0.37,0.000000,0.000011,11.46,96.85,43.80
SRS1,7/6/01,2001,0.00,64.79,0.000065,0.000907,907.50,0.71,0.000001,0.000022,21.99,91.25,41.27
SRS3,7/6/01,2001,0.00,128.78,0.000129,0.001804,1803.82,1.03,0.000001,0.000032,31.90,125.03,56.54
SRS4,7/8/01,2001,9.40,50.06,0.000050,0.000701,701.15,0.63,0.000001,0.000020,19.51,79.46,35.93
SRS6,7/8/01,2001,31.70,43.30,0.000043,0.000606,606.49,0.44,0.000000,0.000014,13.63,98.41,44.50
SRS1,7/9/01,2001,0.00,70.13,0.000070,0.000982,982.27,0.82,0.000001,0.000025,25.40,85.52,38.67
SRS3,7/9/01,2001,0.00,103.30,0.000103,0.001447,1446.98,0.63,0.000001,0.000020,19.51,163.97,74.15
SRS4,7/11/01,2001,9.80,56.90,0.000057,0.000797,797.01,0.66,0.000001,0.000020,20.44,86.21,38.99
SRS6,7/11/01,2001,32.20,27.41,0.000027,0.000384,383.93,0.46,0.000000,0.000014,14.25,59.59,26.95
SRS1,7/12/01,2001,0.00,73.46,0.000073,0.001029,1028.90,0.90,0.000001,0.000028,27.88,81.62,36.91
SRS2,7/12/01,2001,0.00,215.14,0.000215,0.003013,3013.47,0.85,0.000001,0.000026,26.33,253.11,114.46
SRS3,7/12/01,2001,0.00,89.28,0.000089,0.001251,1250.60,0.23,0.000000,0.000007,7.12,388.19,175.55
SRS4,7/14/01,2001,9.80,48.88,0.000049,0.000685,684.68,0.72,0.000001,0.000022,22.30,67.89,30.70
SRS6,7/14/01,2001,31.50,34.36,0.000034,0.000481,481.27,0.52,0.000001,0.000016,16.11,66.08,29.88
SRS1,7/15/01,2001,0.00,87.81,0.000088,0.001230,1229.95,0.75,0.000001,0.000023,23.23,117.08,52.95
SRS2,7/15/01,2001,0.00,139.20,0.000139,0.001950,1949.80,0.25,0.000000,0.000008,7.74,556.81,251.80
SRS3,7/15/01,2001,0.00,89.50,0.000089,0.001254,1253.61,0.20,0.000000,0.000006,6.19,447.50,202.37
SRS4,7/17/01,2001,9.40,40.95,0.000041,0.000574,573.57,0.26,0.000000,0.000008,8.05,157.50,71.22
SRS6,7/17/01,2001,30.10,39.50,0.000040,0.000553,553.32,0.80,0.000001,0.000025,24.78,49.38,22.33
SRS1,7/18/01,2001,0.00,77.29,0.000077,0.001083,1082.55,1.06,0.000001,0.000033,32.83,72.91,32.97
SRS2,7/18/01,2001,0.00,147.93,0.000148,0.002072,2072.01,0.26,0.000000,0.000008,8.05,568.95,257.29
SRS3,7/18/01,2001,0.00,89.58,0.000090,0.001255,1254.73,0.28,0.000000,0.000009,8.67,319.93,144.68
SRS4,7/20/01,2001,8.20,42.07,0.000042,0.000589,589.33,0.27,0.000000,0.000008,8.36,155.83,70.47
SRS6,7/20/01,2001,27.20,38.99,0.000039,0.000546,546.16,0.48,0.000000,0.000015,14.87,81.23,36.74
